left_dataset,right_dataset,confidence_score
84463,53352,0.9
85034,60225,1.0
86142,3374,0.8
28402,76659,1.0
28881,72798,1.0
29770,33536,0.86
30024,77,0.8
30055,21507,1.0
30712,75124,0.83
31166,48630,1.0
31207,32041,1.0
32062,60571,1.0
32142,30118,0.82
32417,80404,0.87
32923,67474,1.0
32925,67474,1.0
33717,60571,1.0
34027,84290,1.0
34547,14978,0.8
34935,30118,0.82
35187,45928,1.0
35278,84290,0.86
35452,53615,1.0
35804,74100,1.0
36178,5582,1.0
36549,21745,0.86
37716,23355,1.0
38252,23355,1.0
38546,58489,1.0
38573,58489,1.0
39379,60099,1.0
39380,60099,1.0
39629,77733,0.91
39766,15702,1.0
39767,15702,1.0
39884,48580,1.0
39888,48580,1.0
40220,52203,1.0
40349,20532,1.0
40775,92081,0.89
41176,43080,1.0
41179,43080,1.0
41419,51532,1.0
41875,37098,1.0
42118,26164,1.0
42123,26164,1.0
42613,92081,0.89
42719,55558,1.0
43105,70515,0.82
43156,47594,1.0
43669,15335,1.0
43969,15321,1.0
45097,23840,0.89
45206,58429,0.94
46056,15335,1.0
46106,5091,0.8
46161,41399,1.0
46238,14334,0.9
46325,48388,1.0
46583,14334,1.0
47065,72874,0.8
47640,9237,1.0
48643,24455,1.0
48786,6613,0.8
49640,72874,0.8
50199,30162,1.0
50373,14834,1.0
50612,859,1.0
50612,59544,0.88
50717,39085,1.0
50745,16632,1.0
51045,1776,1.0
51448,67837,1.0
51535,84293,1.0
51638,49454,1.0
51877,21666,0.89
51890,3251,0.9
52670,39164,0.9
52829,21666,0.89
52871,40084,1.0
52891,82575,1.0
53047,82511,0.8
53228,16307,1.0
53264,46098,1.0
53265,46098,0.9
53301,86329,1.0
53688,54456,1.0
53837,71397,0.82
30689,77596,0.83
31993,3647,1.0
33282,82204,1.0
33446,3647,1.0
33998,39154,1.0
34380,39154,0.88
35883,82204,1.0
87906,7363,1.0
88529,61105,0.87
88632,40464,1.0
89829,13764,0.84
90553,1821,1.0
90554,1821,1.0
90939,80829,1.0
90992,48543,0.94
92231,48543,1.0
93281,7635,0.89
93487,7635,0.89
94590,42001,1.0
94594,42001,1.0
87247,82491,1.0
87995,29104,1.0
88072,32612,1.0
88859,54574,0.85
88875,82491,0.83
90068,87914,0.93
90686,3868,1.0
90836,87914,1.0
90851,91944,1.0
91687,61825,0.95
92180,21826,1.0
93023,79778,1.0
93025,79778,1.0
93339,92931,1.0
94734,90609,1.0
95464,2843,1.0
96180,64937,0.88
96932,22813,1.0
97369,72330,1.0
97751,80443,1.0
97944,25031,1.0
98183,48009,1.0
